keyword,cluster_id,cluster_size,intent,modifier_hits,score,volume,difficulty,cpc
affordable local seo camberley,0,140,unspecified,3,1.6,,,
affordable local seo mytchett,0,140,unspecified,3,1.6,,,
affordable local seo surrey,0,140,unspecified,3,1.6,,,
best local seo camberley,0,140,commercial,3,1.6,,,
best local seo mytchett,0,140,commercial,3,1.6,,,
best local seo surrey,0,140,commercial,3,1.6,,,
enterprise local seo camberley,0,140,unspecified,3,1.6,,,
enterprise local seo mytchett,0,140,unspecified,3,1.6,,,
enterprise local seo surrey,0,140,unspecified,3,1.6,,,
affordable content optimization camberley,2,20,unspecified,2,1.4,,,
affordable content optimization mytchett,2,20,unspecified,2,1.4,,,
affordable content optimization surrey,2,20,unspecified,2,1.4,,,
affordable keyword research camberley,1,20,unspecified,2,1.4,,,
affordable keyword research mytchett,1,20,unspecified,2,1.4,,,
affordable keyword research surrey,1,20,unspecified,2,1.4,,,
affordable link building camberley,3,20,unspecified,2,1.4,,,
affordable link building mytchett,3,20,unspecified,2,1.4,,,
affordable link building surrey,3,20,unspecified,2,1.4,,,
best content optimization camberley,2,20,commercial,2,1.4,,,
best content optimization mytchett,2,20,commercial,2,1.4,,,
best content optimization surrey,2,20,commercial,2,1.4,,,
best keyword research camberley,1,20,commercial,2,1.4,,,
best keyword research mytchett,1,20,commercial,2,1.4,,,
best keyword research surrey,1,20,commercial,2,1.4,,,
best link building camberley,3,20,commercial,2,1.4,,,
best link building mytchett,3,20,commercial,2,1.4,,,
best link building surrey,3,20,commercial,2,1.4,,,
enterprise content optimization camberley,2,20,unspecified,2,1.4,,,
enterprise content optimization mytchett,2,20,unspecified,2,1.4,,,
enterprise content optimization surrey,2,20,unspecified,2,1.4,,,
enterprise keyword research camberley,1,20,unspecified,2,1.4,,,
enterprise keyword research mytchett,1,20,unspecified,2,1.4,,,
enterprise keyword research surrey,1,20,unspecified,2,1.4,,,
enterprise link building camberley,3,20,unspecified,2,1.4,,,
enterprise link building mytchett,3,20,unspecified,2,1.4,,,
enterprise link building surrey,3,20,unspecified,2,1.4,,,
local content optimization camberley,2,20,unspecified,2,1.4,,,
local content optimization mytchett,2,20,unspecified,2,1.4,,,
local content optimization surrey,2,20,unspecified,2,1.4,,,
local keyword research camberley,1,20,unspecified,2,1.4,,,
local keyword research mytchett,1,20,unspecified,2,1.4,,,
local keyword research surrey,1,20,unspecified,2,1.4,,,
local link building camberley,3,20,unspecified,2,1.4,,,
local link building mytchett,3,20,unspecified,2,1.4,,,
local link building surrey,3,20,unspecified,2,1.4,,,
affordable local seo,0,140,unspecified,2,1.4,,,
affordable seo agency camberley,0,140,unspecified,2,1.4,,,
affordable seo agency mytchett,0,140,unspecified,2,1.4,,,
affordable seo agency surrey,0,140,unspecified,2,1.4,,,
affordable seo audit camberley,0,140,unspecified,2,1.4,,,
affordable seo audit mytchett,0,140,unspecified,2,1.4,,,
affordable seo audit surrey,0,140,unspecified,2,1.4,,,
affordable seo consulting camberley,0,140,unspecified,2,1.4,,,
affordable seo consulting mytchett,0,140,unspecified,2,1.4,,,
